N,P,K,temperature,humidity,ph,rainfall,label
59.0,47.0,54.0,31.36,91.4,6.99,152.11,papaya
47.0,68.0,55.0,43.92,94.17,6.77,153.71,papaya
34.0,63.0,53.0,27.0,91.75,6.83,132.06,papaya
47.0,62.0,45.0,34.84,90.4,6.81,48.74,papaya
37.0,57.0,46.0,42.05,94.7,6.94,148.52,papaya
63.0,70.0,52.0,43.53,90.7,6.79,242.7,papaya
50.0,63.0,54.0,34.89,90.5,6.62,120.5,papaya
43.0,63.0,49.0,28.91,93.33,6.51,88.21,papaya
49.0,46.0,45.0,26.32,94.39,6.53,173.19,papaya
68.0,67.0,53.0,33.57,93.06,6.85,114.16,papaya
39.0,64.0,49.0,24.53,90.17,6.97,88.51,papaya
55.0,64.0,51.0,24.68,93.09,6.71,244.32,papaya
52.0,61.0,54.0,27.0,93.16,6.9,122.67,papaya
37.0,64.0,50.0,27.96,90.75,6.78,207.03,papaya
32.0,47.0,46.0,40.22,91.53,6.64,226.75,papaya
39.0,56.0,50.0,40.53,90.72,6.62,208.34,papaya
61.0,52.0,48.0,33.1,94.59,6.68,66.23,papaya
69.0,58.0,54.0,39.88,92.46,6.67,72.8,papaya
49.0,58.0,55.0,34.17,90.61,6.98,249.05,papaya
38.0,64.0,52.0,42.62,90.76,6.53,95.79,papaya
64.0,56.0,49.0,25.58,91.2,6.73,159.84,papaya
63.0,60.0,46.0,40.13,90.89,6.78,138.23,papaya
30.0,64.0,52.0,35.48,92.72,6.73,215.98,papaya
67.0,62.0,51.0,29.45,93.83,6.97,87.96,papaya
36.0,52.0,55.0,43.27,91.84,6.98,46.24,papaya
55.0,68.0,48.0,34.75,94.62,6.67,155.75,papaya
35.0,62.0,46.0,35.45,91.29,6.65,158.03,papaya
42.0,46.0,47.0,24.73,91.78,6.79,213.93,papaya
30.0,57.0,50.0,33.68,93.57,6.93,119.9,papaya
52.0,52.0,47.0,38.33,90.16,6.97,97.02,papaya
55.0,47.0,45.0,23.68,90.4,6.7,145.69,papaya
60.0,58.0,52.0,39.43,92.45,6.96,93.07,papaya
45.0,51.0,54.0,33.29,94.9,6.73,167.5,papaya
35.0,49.0,54.0,23.89,90.36,6.94,142.01,papaya
55.0,68.0,46.0,36.51,93.89,6.83,57.66,papaya
33.0,66.0,50.0,30.34,93.57,6.82,73.86,papaya
59.0,69.0,45.0,24.53,92.72,6.83,204.26,papaya
43.0,50.0,52.0,37.72,92.77,6.65,68.1,papaya
56.0,62.0,55.0,28.04,94.81,6.6,106.15,papaya
33.0,56.0,52.0,36.04,93.25,6.97,224.66,papaya
65.0,57.0,51.0,23.92,94.01,6.55,112.08,papaya
60.0,64.0,54.0,30.65,93.76,6.99,67.02,papaya
50.0,69.0,53.0,32.24,91.58,6.62,213.22,papaya
67.0,54.0,54.0,30.23,90.9,6.93,236.34,papaya
67.0,63.0,50.0,24.24,90.42,6.87,49.52,papaya
68.0,61.0,52.0,42.51,93.49,6.51,109.88,papaya
68.0,61.0,49.0,36.25,94.54,6.97,54.24,papaya
48.0,68.0,48.0,36.67,94.1,6.79,235.92,papaya
68.0,53.0,54.0,26.29,91.15,6.73,90.05,papaya
67.0,69.0,51.0,31.01,90.49,6.97,242.8,papaya
35.0,65.0,53.0,23.86,93.87,6.62,192.87,papaya
68.0,60.0,55.0,39.36,90.61,6.98,154.8,papaya
44.0,59.0,51.0,24.07,92.6,6.96,161.76,papaya
43.0,53.0,55.0,24.51,94.36,6.75,68.53,papaya
59.0,68.0,50.0,32.3,90.79,6.62,60.46,papaya
32.0,46.0,46.0,25.15,91.93,6.54,229.84,papaya
54.0,53.0,49.0,28.9,93.58,6.6,230.47,papaya
60.0,61.0,48.0,24.54,91.89,6.89,179.29,papaya
56.0,66.0,53.0,24.86,94.89,6.7,73.35,papaya
55.0,62.0,47.0,35.08,93.32,6.62,164.9,papaya
69.0,61.0,52.0,38.0,90.29,6.63,246.83,papaya
63.0,50.0,52.0,36.58,91.92,6.82,127.62,papaya
54.0,50.0,46.0,33.96,90.04,6.52,152.7,papaya
31.0,70.0,52.0,43.86,93.28,6.7,158.84,papaya
39.0,52.0,47.0,35.76,90.8,6.78,83.15,papaya
53.0,60.0,54.0,36.4,92.47,6.95,189.31,papaya
63.0,69.0,49.0,41.33,92.35,6.53,216.64,papaya
53.0,53.0,46.0,23.26,91.21,6.81,85.48,papaya
58.0,55.0,48.0,24.44,93.24,6.93,173.01,papaya
31.0,62.0,55.0,37.78,90.97,6.88,44.44,papaya
49.0,64.0,54.0,24.26,93.05,6.57,112.47,papaya
58.0,67.0,52.0,32.33,90.88,6.73,127.03,papaya
54.0,66.0,53.0,33.39,93.18,6.79,186.86,papaya
50.0,51.0,48.0,29.71,92.41,6.74,152.91,papaya
31.0,64.0,47.0,24.45,92.53,6.88,119.55,papaya
63.0,48.0,54.0,34.39,91.46,6.61,157.43,papaya
35.0,62.0,47.0,43.19,94.34,6.67,65.4,papaya
62.0,62.0,46.0,37.56,90.73,6.61,179.64,papaya
58.0,55.0,54.0,42.24,91.17,6.5,53.53,papaya
35.0,45.0,50.0,38.58,94.55,6.73,61.52,papaya
38.0,60.0,48.0,27.52,93.01,6.98,244.67,papaya
34.0,52.0,48.0,28.28,92.21,6.78,106.72,papaya
37.0,53.0,49.0,35.31,91.29,6.86,89.39,papaya
31.0,61.0,47.0,28.57,90.0,6.87,101.94,papaya
38.0,53.0,54.0,33.38,94.59,6.56,148.76,papaya
39.0,60.0,46.0,40.34,92.67,6.81,175.43,papaya
46.0,67.0,50.0,36.2,93.68,6.63,108.64,papaya
65.0,56.0,53.0,42.44,91.09,6.97,246.58,papaya
69.0,50.0,54.0,29.25,93.78,6.98,154.56,papaya
69.0,66.0,51.0,29.86,92.76,6.56,85.54,papaya
35.0,20.0,28.0,29.78,92.7,6.16,203.05,coconut
5.0,17.0,30.0,25.36,90.27,6.18,144.31,coconut
22.0,10.0,29.0,27.03,96.15,6.06,221.4,coconut
35.0,10.0,27.0,26.58,92.51,6.17,155.61,coconut
21.0,8.0,35.0,29.85,90.4,5.87,221.41,coconut
17.0,28.0,34.0,29.91,98.73,6.46,151.65,coconut
25.0,21.0,27.0,26.92,90.07,6.07,208.16,coconut
14.0,19.0,35.0,28.57,92.99,5.83,223.57,coconut
30.0,6.0,28.0,27.77,96.7,6.08,138.91,coconut
26.0,13.0,31.0,26.98,92.84,6.31,143.07,coconut
19.0,20.0,32.0,26.61,95.97,5.86,225.09,coconut
20.0,21.0,35.0,28.02,99.22,6.18,132.83,coconut
33.0,25.0,25.0,26.87,95.65,5.92,212.35,coconut
22.0,30.0,34.0,27.28,98.35,6.06,228.8,coconut
18.0,27.0,34.0,29.31,99.44,6.0,202.48,coconut
20.0,13.0,27.0,27.66,96.11,6.44,197.41,coconut
27.0,16.0,25.0,27.44,96.9,5.68,163.36,coconut
11.0,21.0,29.0,27.66,96.19,6.49,161.76,coconut
14.0,28.0,32.0,29.72,98.64,5.56,175.55,coconut
12.0,16.0,30.0,28.09,92.03,6.23,222.11,coconut
29.0,19.0,27.0,26.58,97.23,5.57,217.05,coconut
3.0,29.0,30.0,28.61,92.73,5.64,165.71,coconut
39.0,9.0,26.0,26.73,96.31,5.62,131.65,coconut
37.0,27.0,32.0,29.5,97.44,5.62,152.04,coconut
38.0,9.0,32.0,28.29,97.49,5.51,203.19,coconut
6.0,9.0,29.0,28.78,95.84,5.64,223.16,coconut
3.0,8.0,29.0,25.66,94.9,5.62,169.4,coconut
26.0,17.0,27.0,27.57,99.37,5.89,185.95,coconut
2.0,7.0,25.0,26.8,99.1,5.87,203.4,coconut
8.0,9.0,26.0,26.68,90.02,6.49,195.88,coconut
1.0,25.0,25.0,29.54,92.72,5.9,155.18,coconut
10.0,14.0,32.0,29.7,93.71,5.92,160.63,coconut
15.0,22.0,30.0,26.97,92.38,6.26,181.55,coconut
6.0,29.0,29.0,28.96,97.77,5.59,161.08,coconut
3.0,17.0,29.0,25.41,96.14,5.77,188.79,coconut
27.0,22.0,35.0,26.0,95.88,6.26,160.9,coconut
9.0,23.0,33.0,25.24,95.53,6.4,205.24,coconut
31.0,20.0,32.0,25.98,99.24,6.1,134.63,coconut
18.0,5.0,27.0,26.3,90.41,6.1,152.74,coconut
9.0,22.0,32.0,27.42,98.6,5.88,205.3,coconut
16.0,11.0,31.0,28.18,99.87,6.28,137.69,coconut
23.0,27.0,26.0,26.49,95.89,5.53,203.14,coconut
32.0,19.0,25.0,28.54,99.03,6.34,133.56,coconut
18.0,19.0,30.0,28.64,99.98,5.73,207.98,coconut
32.0,16.0,26.0,28.62,97.49,6.22,186.37,coconut
31.0,23.0,25.0,27.8,93.47,6.17,223.23,coconut
33.0,20.0,33.0,26.4,92.51,6.08,224.99,coconut
17.0,30.0,29.0,27.75,90.32,6.36,172.89,coconut
11.0,17.0,26.0,27.12,92.66,5.53,192.1,coconut
8.0,22.0,35.0,29.17,94.41,6.28,167.34,coconut
22.0,17.0,29.0,26.31,96.89,5.77,213.57,coconut
2.0,16.0,35.0,28.6,98.36,5.87,145.2,coconut
26.0,23.0,29.0,28.73,91.88,5.66,169.01,coconut
28.0,12.0,26.0,25.52,96.7,6.03,145.02,coconut
5.0,9.0,34.0,26.94,96.13,6.17,166.13,coconut
3.0,11.0,31.0,28.8,95.96,5.78,184.17,coconut
0.0,14.0,31.0,25.4,92.38,5.75,212.98,coconut
5.0,25.0,29.0,25.39,98.08,5.96,156.05,coconut
15.0,6.0,26.0,27.01,91.52,5.9,214.93,coconut
36.0,10.0,28.0,26.61,95.39,6.16,132.44,coconut
39.0,17.0,29.0,29.08,92.53,5.83,199.21,coconut
11.0,16.0,27.0,28.45,95.02,5.53,195.36,coconut
19.0,20.0,33.0,29.64,94.37,6.09,226.82,coconut
30.0,14.0,30.0,25.15,96.61,6.3,167.58,coconut
9.0,29.0,31.0,27.04,98.17,5.97,166.0,coconut
5.0,29.0,32.0,26.25,98.91,6.21,162.12,coconut
35.0,5.0,28.0,28.84,95.11,6.1,173.43,coconut
32.0,24.0,30.0,27.97,96.14,6.06,167.0,coconut
28.0,25.0,25.0,29.75,94.79,5.7,183.75,coconut
40.0,12.0,30.0,28.04,91.7,6.24,131.26,coconut
33.0,9.0,35.0,25.46,94.29,6.11,200.06,coconut
8.0,6.0,31.0,26.02,93.84,6.46,153.13,coconut
2.0,8.0,28.0,25.88,91.79,6.17,147.3,coconut
5.0,19.0,25.0,28.84,95.53,5.62,153.69,coconut
18.0,12.0,32.0,29.87,98.95,5.84,156.11,coconut
15.0,23.0,25.0,26.96,98.09,6.09,166.35,coconut
20.0,17.0,28.0,25.68,94.5,5.83,203.96,coconut
26.0,20.0,33.0,25.94,98.55,5.66,155.18,coconut
29.0,29.0,32.0,28.01,94.86,6.27,180.63,coconut
0.0,26.0,33.0,28.2,99.05,6.11,184.62,coconut
14.0,14.0,28.0,29.3,91.68,5.91,195.04,coconut
21.0,12.0,33.0,28.67,93.59,5.89,219.54,coconut
1.0,29.0,29.0,29.39,94.94,6.35,221.43,coconut
13.0,19.0,28.0,25.53,94.58,5.85,135.96,coconut
1.0,27.0,31.0,27.67,92.93,6.35,214.36,coconut
29.0,26.0,25.0,29.41,97.57,6.45,137.91,coconut
19.0,17.0,25.0,26.81,98.72,6.02,223.74,coconut
8.0,24.0,26.0,28.07,92.33,5.92,210.84,coconut
23.0,28.0,28.0,29.06,96.55,6.31,155.55,coconut
32.0,28.0,28.0,25.64,95.48,6.25,210.05,coconut
27.0,26.0,31.0,26.14,93.67,5.89,134.29,coconut
16.0,9.0,26.0,29.13,95.28,6.38,211.25,coconut
23.0,7.0,29.0,29.0,98.97,5.6,164.39,coconut
5.0,10.0,32.0,25.61,99.01,6.43,219.88,coconut
0.0,17.0,34.0,29.45,97.3,5.97,180.85,coconut
24.0,21.0,32.0,29.37,94.83,6.34,181.79,coconut
26.0,28.0,27.0,25.83,90.67,6.49,227.08,coconut
7.0,26.0,27.0,29.57,94.82,6.24,151.81,coconut
31.0,23.0,27.0,27.35,93.8,6.18,208.23,coconut
26.0,19.0,26.0,29.71,93.09,6.32,145.06,coconut
131.0,41.0,17.0,25.52,83.02,6.97,81.88,cotton
116.0,56.0,22.0,23.61,75.95,6.43,66.79,cotton
116.0,48.0,15.0,22.66,76.38,5.49,95.59,cotton
110.0,42.0,24.0,25.83,82.19,7.68,62.16,cotton
129.0,35.0,17.0,23.41,77.15,5.82,92.81,cotton
126.0,52.0,20.0,25.01,80.57,7.32,63.63,cotton
136.0,37.0,17.0,22.33,75.04,6.06,87.71,cotton
110.0,37.0,17.0,24.77,84.78,7.58,84.03,cotton
111.0,56.0,22.0,23.36,78.79,6.37,69.08,cotton
131.0,45.0,16.0,25.11,84.74,7.05,95.88,cotton
107.0,47.0,21.0,25.1,84.67,7.07,65.02,cotton
130.0,55.0,20.0,25.78,84.45,5.33,97.06,cotton
117.0,42.0,15.0,25.76,76.37,7.9,82.42,cotton
131.0,39.0,23.0,25.93,75.33,7.48,82.33,cotton
112.0,40.0,16.0,24.54,81.85,6.81,80.44,cotton
110.0,38.0,16.0,24.94,75.62,5.9,74.61,cotton
102.0,47.0,22.0,23.73,77.84,5.56,94.96,cotton
126.0,58.0,24.0,23.8,76.24,5.29,71.26,cotton
107.0,58.0,16.0,24.32,78.4,7.53,85.87,cotton
110.0,53.0,18.0,24.89,81.02,7.2,82.78,cotton
111.0,49.0,17.0,24.39,78.35,5.63,88.01,cotton
109.0,49.0,24.0,25.05,77.99,7.49,85.3,cotton
122.0,46.0,23.0,22.24,83.23,5.29,69.86,cotton
129.0,45.0,20.0,23.67,83.51,6.03,85.78,cotton
120.0,55.0,21.0,23.49,81.14,7.18,78.98,cotton
129.0,47.0,17.0,22.34,81.28,7.17,83.68,cotton
104.0,36.0,19.0,23.03,78.77,7.91,82.39,cotton
117.0,42.0,20.0,24.25,78.73,6.16,95.31,cotton
105.0,57.0,24.0,24.76,78.77,5.97,71.29,cotton
105.0,44.0,18.0,22.27,80.07,7.98,75.55,cotton
101.0,47.0,19.0,23.77,78.62,6.4,65.79,cotton
132.0,50.0,19.0,24.75,83.99,7.36,61.58,cotton
127.0,40.0,18.0,25.29,84.9,6.57,89.83,cotton
110.0,53.0,25.0,24.68,77.23,7.72,97.04,cotton
136.0,47.0,21.0,23.69,84.75,7.56,71.36,cotton
116.0,52.0,24.0,24.78,82.81,5.83,62.97,cotton
102.0,53.0,21.0,25.13,81.1,7.11,97.65,cotton
115.0,37.0,16.0,22.02,77.49,7.05,89.0,cotton
116.0,46.0,19.0,25.3,79.61,6.92,84.46,cotton
115.0,54.0,20.0,22.47,79.82,6.04,79.82,cotton
139.0,48.0,24.0,23.78,83.92,6.46,93.39,cotton
129.0,60.0,19.0,25.36,84.5,6.83,65.85,cotton
102.0,57.0,21.0,25.69,78.8,7.58,72.8,cotton
107.0,47.0,24.0,25.41,83.67,5.14,61.28,cotton
138.0,49.0,19.0,22.45,80.68,6.85,79.06,cotton
101.0,53.0,23.0,25.46,81.74,5.25,93.17,cotton
135.0,55.0,19.0,25.68,84.11,5.67,98.0,cotton
102.0,39.0,15.0,25.65,80.07,5.64,85.89,cotton
104.0,41.0,23.0,23.05,84.11,7.35,65.97,cotton
133.0,49.0,24.0,23.58,76.19,6.03,98.53,cotton
125.0,57.0,21.0,25.45,83.65,7.7,66.79,cotton
108.0,39.0,20.0,22.63,82.67,5.84,73.99,cotton
124.0,54.0,20.0,22.87,81.42,6.29,96.48,cotton
125.0,41.0,18.0,22.68,84.59,5.65,77.72,cotton
121.0,45.0,21.0,22.61,81.62,5.68,80.17,cotton
120.0,54.0,20.0,22.31,75.07,7.77,92.52,cotton
125.0,40.0,21.0,22.98,77.43,7.16,93.9,cotton
110.0,46.0,17.0,22.39,75.39,7.26,73.41,cotton
110.0,47.0,21.0,23.69,78.0,7.94,64.14,cotton
138.0,47.0,17.0,25.17,77.24,7.21,89.13,cotton
119.0,44.0,23.0,24.16,75.75,5.6,98.92,cotton
123.0,58.0,23.0,25.2,82.43,6.56,91.91,cotton
130.0,49.0,19.0,22.23,79.5,7.47,72.43,cotton
111.0,35.0,21.0,23.67,82.29,5.63,66.52,cotton
115.0,49.0,17.0,23.68,78.86,5.64,96.47,cotton
105.0,44.0,23.0,22.67,75.9,6.94,92.93,cotton
115.0,50.0,20.0,22.2,75.42,6.41,77.29,cotton
129.0,55.0,24.0,23.67,79.68,7.82,95.8,cotton
115.0,58.0,16.0,25.47,78.47,5.4,63.36,cotton
128.0,49.0,17.0,25.01,79.35,7.24,96.36,cotton
134.0,58.0,17.0,23.13,77.66,5.63,80.22,cotton
126.0,49.0,24.0,25.82,80.05,5.09,85.49,cotton
124.0,56.0,19.0,23.37,75.06,7.28,87.3,cotton
130.0,50.0,20.0,23.53,84.37,7.66,62.39,cotton
137.0,44.0,15.0,22.14,80.77,7.18,65.79,cotton
118.0,45.0,21.0,22.55,77.33,7.31,73.06,cotton
140.0,48.0,23.0,24.17,79.84,6.38,76.37,cotton
132.0,44.0,25.0,24.02,80.87,7.79,63.33,cotton
127.0,37.0,23.0,23.7,76.73,7.79,94.17,cotton
119.0,54.0,20.0,24.92,83.8,5.95,86.7,cotton
135.0,58.0,22.0,25.44,78.32,7.46,79.66,cotton
132.0,59.0,16.0,23.37,81.09,7.05,71.15,cotton
111.0,58.0,21.0,24.35,83.62,6.92,73.99,cotton
103.0,55.0,23.0,23.28,81.03,5.13,91.53,cotton
127.0,44.0,22.0,25.63,81.58,7.2,83.29,cotton
135.0,52.0,20.0,22.16,81.52,7.07,83.37,cotton
102.0,53.0,19.0,22.75,76.16,7.54,95.93,cotton
108.0,49.0,22.0,25.65,81.45,7.55,97.74,cotton
139.0,39.0,16.0,22.78,77.7,5.86,85.68,cotton
109.0,42.0,22.0,24.72,82.12,6.56,74.63,cotton
119.0,36.0,15.0,25.23,76.88,7.73,94.48,cotton
135.0,48.0,20.0,24.67,82.54,7.66,66.84,cotton
139.0,43.0,16.0,25.44,79.78,6.29,68.64,cotton
137.0,58.0,23.0,22.84,75.91,5.92,62.53,cotton
123.0,49.0,22.0,25.65,79.19,7.91,89.26,cotton
119.0,50.0,21.0,23.02,76.5,5.41,92.62,cotton
132.0,39.0,16.0,22.5,79.73,6.05,77.94,cotton
136.0,51.0,21.0,22.79,79.34,7.16,80.68,cotton
104.0,44.0,24.0,23.35,81.23,7.12,74.86,cotton
131.0,58.0,20.0,22.99,82.98,5.18,66.68,cotton
85.0,38.0,40.0,24.17,85.16,6.55,166.35,jute
94.0,42.0,44.0,25.81,70.93,6.58,158.49,jute
88.0,51.0,41.0,25.49,88.17,6.95,171.01,jute
65.0,49.0,38.0,24.57,76.75,7.39,159.55,jute
66.0,47.0,41.0,23.49,80.91,6.22,153.05,jute
84.0,54.0,36.0,25.69,79.63,7.16,150.57,jute
68.0,57.0,42.0,23.9,77.96,6.87,193.47,jute
67.0,35.0,42.0,26.21,78.93,6.2,162.95,jute
61.0,46.0,36.0,25.15,77.35,6.63,181.02,jute
100.0,39.0,38.0,24.83,81.08,6.98,188.69,jute
97.0,59.0,41.0,23.4,88.21,6.95,152.47,jute
73.0,54.0,44.0,25.71,86.99,6.01,168.49,jute
100.0,44.0,38.0,23.65,88.14,6.59,174.87,jute
77.0,37.0,38.0,24.42,70.19,6.76,181.27,jute
78.0,57.0,37.0,26.69,77.44,6.1,194.54,jute
79.0,59.0,35.0,25.65,81.96,6.35,188.07,jute
88.0,42.0,45.0,23.35,86.87,6.65,155.1,jute
93.0,53.0,41.0,25.58,79.08,6.67,189.78,jute
92.0,40.0,39.0,25.68,88.8,6.6,160.27,jute
79.0,54.0,36.0,24.7,74.38,6.64,166.47,jute
81.0,39.0,39.0,26.62,89.51,6.26,166.74,jute
92.0,53.0,36.0,26.34,86.08,6.09,161.52,jute
75.0,58.0,40.0,25.95,83.49,6.98,169.57,jute
68.0,56.0,40.0,26.29,70.59,7.08,180.7,jute
86.0,42.0,45.0,24.56,84.67,6.61,174.55,jute
68.0,47.0,41.0,24.4,73.28,6.26,178.48,jute
62.0,49.0,41.0,25.2,87.43,7.12,160.51,jute
86.0,55.0,43.0,25.56,83.85,6.62,192.21,jute
84.0,47.0,39.0,23.83,75.81,6.68,162.13,jute
73.0,44.0,37.0,23.25,78.63,7.25,151.75,jute
68.0,36.0,36.0,26.43,89.26,6.29,179.28,jute
87.0,52.0,36.0,23.31,78.29,7.48,169.89,jute
92.0,44.0,37.0,26.83,89.45,6.1,172.71,jute
89.0,39.0,43.0,23.13,81.69,7.44,153.97,jute
77.0,52.0,37.0,24.29,78.39,6.11,166.92,jute
91.0,40.0,40.0,25.85,75.51,6.56,159.93,jute
91.0,56.0,41.0,25.2,81.06,7.29,176.96,jute
93.0,47.0,45.0,25.82,78.81,6.66,194.19,jute
87.0,36.0,41.0,25.55,87.67,6.71,186.62,jute
80.0,40.0,41.0,24.42,81.25,6.18,186.28,jute
61.0,45.0,42.0,25.38,70.1,6.99,166.79,jute
82.0,48.0,44.0,23.97,80.36,6.08,188.14,jute
93.0,42.0,43.0,25.95,70.65,7.37,163.05,jute
86.0,60.0,35.0,23.82,88.19,7.05,184.4,jute
95.0,46.0,35.0,23.35,74.93,6.54,151.88,jute
82.0,47.0,38.0,25.53,73.07,6.19,167.92,jute
96.0,56.0,39.0,26.27,71.1,6.93,182.93,jute
81.0,36.0,37.0,26.89,89.36,6.56,165.77,jute
67.0,44.0,38.0,26.4,74.37,6.65,195.79,jute
86.0,37.0,44.0,24.04,82.8,7.17,190.56,jute
89.0,42.0,36.0,23.91,82.52,6.3,171.75,jute
82.0,58.0,37.0,25.83,76.89,6.71,190.03,jute
85.0,45.0,39.0,23.26,79.05,7.07,163.9,jute
71.0,55.0,38.0,25.16,82.32,6.89,197.86,jute
77.0,41.0,41.0,26.36,76.52,7.18,169.18,jute
97.0,56.0,39.0,24.43,79.37,7.18,169.52,jute
92.0,49.0,39.0,24.87,86.91,6.52,173.36,jute
83.0,44.0,38.0,26.23,76.01,7.44,158.06,jute
84.0,49.0,41.0,23.04,86.79,7.11,165.47,jute
91.0,50.0,42.0,25.09,71.89,7.2,158.49,jute
76.0,41.0,39.0,23.92,86.61,6.95,158.19,jute
64.0,56.0,42.0,25.18,73.8,7.24,186.88,jute
64.0,49.0,38.0,23.75,73.08,6.3,198.92,jute
85.0,37.0,35.0,24.06,83.28,7.31,192.44,jute
93.0,45.0,42.0,23.17,83.55,6.06,169.89,jute
87.0,45.0,38.0,24.9,75.4,6.13,155.68,jute
90.0,52.0,39.0,23.35,85.84,7.02,180.04,jute
85.0,57.0,43.0,24.41,72.02,6.31,186.72,jute
61.0,60.0,41.0,23.38,70.29,7.38,162.01,jute
69.0,41.0,42.0,23.86,85.54,7.46,179.52,jute
75.0,41.0,41.0,24.86,70.44,7.21,199.43,jute
85.0,36.0,39.0,26.79,86.1,6.42,169.94,jute
78.0,55.0,37.0,26.51,82.42,6.14,190.14,jute
90.0,50.0,41.0,23.48,74.29,6.6,180.4,jute
63.0,59.0,41.0,23.79,76.05,7.15,161.39,jute
98.0,44.0,41.0,24.84,89.87,7.36,175.94,jute
68.0,41.0,38.0,26.84,85.39,6.51,185.75,jute
82.0,45.0,39.0,26.8,84.11,7.0,169.52,jute
71.0,47.0,44.0,24.13,73.11,6.22,164.14,jute
62.0,40.0,45.0,26.44,75.52,7.08,169.33,jute
72.0,49.0,45.0,25.05,89.52,6.03,161.79,jute
70.0,41.0,44.0,24.08,71.82,6.05,156.83,jute
72.0,40.0,35.0,25.89,88.89,6.38,197.06,jute
75.0,51.0,38.0,25.73,82.19,6.23,154.6,jute
87.0,45.0,37.0,24.24,70.77,6.35,151.43,jute
65.0,53.0,36.0,26.15,79.74,6.4,154.99,jute
83.0,51.0,36.0,24.26,81.82,7.22,179.71,jute
61.0,56.0,43.0,26.64,89.12,6.69,151.44,jute
72.0,59.0,36.0,25.81,80.84,7.32,181.17,jute
100.0,38.0,36.0,23.55,82.37,7.14,150.02,jute
80.0,49.0,38.0,23.87,80.92,6.21,185.16,jute
74.0,43.0,39.0,23.87,77.65,6.31,198.74,jute
61.0,39.0,39.0,25.35,78.78,6.41,196.39,jute
78.0,58.0,41.0,25.35,73.99,6.06,152.89,jute
95.0,59.0,37.0,26.45,89.64,7.09,152.26,jute
97.0,51.0,39.0,25.51,84.91,7.07,184.29,jute
64.0,43.0,39.0,24.68,77.98,7.38,197.34,jute
70.0,38.0,37.0,25.45,79.63,7.48,169.55,jute
61.0,42.0,41.0,26.99,70.37,6.41,174.8,jute
65.0,53.0,41.0,26.75,84.56,7.19,196.2,jute
89.0,21.0,28.0,27.83,51.17,6.63,127.66,coffee
91.0,25.0,31.0,27.41,62.88,6.4,123.08,coffee
118.0,19.0,25.0,25.81,56.65,6.95,122.17,coffee
108.0,17.0,29.0,24.54,57.62,7.01,192.38,coffee
98.0,22.0,30.0,27.72,58.25,6.89,194.71,coffee
116.0,28.0,27.0,27.06,52.81,7.42,166.58,coffee
98.0,25.0,33.0,27.21,65.05,7.49,178.68,coffee
104.0,19.0,25.0,24.29,62.24,7.32,123.4,coffee
84.0,19.0,27.0,27.61,51.66,6.54,117.21,coffee
90.0,22.0,32.0,27.33,55.42,7.01,184.76,coffee
106.0,23.0,31.0,27.72,63.92,7.04,126.96,coffee
90.0,25.0,27.0,23.16,69.83,6.92,181.83,coffee
97.0,24.0,28.0,23.56,66.72,6.75,192.01,coffee
102.0,34.0,33.0,23.15,69.02,6.64,110.21,coffee
81.0,37.0,26.0,26.24,68.67,6.65,144.03,coffee
106.0,15.0,35.0,26.0,64.38,7.11,169.66,coffee
104.0,17.0,29.0,26.48,60.17,6.94,119.18,coffee
83.0,35.0,30.0,25.17,65.13,7.47,165.03,coffee
116.0,20.0,27.0,23.72,68.05,6.81,155.29,coffee
120.0,34.0,26.0,25.01,60.8,6.93,172.09,coffee
83.0,22.0,34.0,25.22,57.9,7.23,164.63,coffee
117.0,26.0,25.0,23.27,54.33,6.26,155.06,coffee
108.0,37.0,30.0,23.96,54.63,7.49,146.71,coffee
86.0,39.0,32.0,27.73,59.67,6.62,147.26,coffee
110.0,15.0,35.0,27.71,62.75,7.04,144.89,coffee
103.0,37.0,31.0,25.78,50.07,7.0,131.7,coffee
104.0,18.0,33.0,26.97,58.26,7.14,186.41,coffee
102.0,35.0,29.0,24.79,68.01,6.47,111.34,coffee
83.0,17.0,28.0,24.39,53.54,6.62,117.29,coffee
111.0,29.0,29.0,24.54,59.92,6.37,123.34,coffee
92.0,38.0,31.0,25.11,60.76,6.31,145.12,coffee
117.0,36.0,30.0,25.05,64.53,6.66,129.0,coffee
116.0,24.0,31.0,27.59,60.83,6.57,189.37,coffee
103.0,37.0,35.0,27.36,69.22,7.14,111.5,coffee
115.0,37.0,26.0,27.41,65.63,6.25,149.75,coffee
86.0,39.0,29.0,23.29,53.12,6.15,171.09,coffee
106.0,31.0,32.0,25.74,53.01,7.2,173.18,coffee
91.0,28.0,34.0,25.25,68.2,6.24,115.2,coffee
81.0,23.0,33.0,23.38,63.16,6.14,132.97,coffee
87.0,32.0,31.0,27.29,58.95,7.32,143.45,coffee
100.0,18.0,31.0,27.5,66.74,7.0,173.39,coffee
114.0,38.0,28.0,24.85,62.88,6.27,152.26,coffee
118.0,18.0,27.0,24.77,58.26,6.73,198.05,coffee
103.0,27.0,33.0,24.26,57.75,6.38,113.53,coffee
82.0,23.0,31.0,27.64,53.45,6.92,166.99,coffee
104.0,23.0,33.0,27.77,61.31,6.77,131.59,coffee
118.0,25.0,32.0,25.13,60.29,7.36,143.7,coffee
119.0,15.0,33.0,23.99,56.53,6.32,126.84,coffee
109.0,19.0,32.0,25.64,58.25,6.43,154.72,coffee
